"EFORSCDCID","FoodCategoryName","ContaminatedIngredient"
7564,"ham, other",
7574,"salad, unspecified",
7577,"burrito, chili verde",
7579,"lettuce, unspecified",
7583,"cookies, unspecified",
7584,"roast beef, unspecified",
7588,"beans, unspecified",
7593,"potato salad",
7594,"ham, unspecified","Pork"
7594,"turkey, smoked","Turkey"
7598,"oysters, raw",
7599,"unspecified fruit",
7601,"lettuce, unspecified",
7604,"vegetable dip, unspecified",
7606,"dessert unspecified",
7610,"spinach, unspecified",
7611,"sandwich, unspecified",
7613,"cilantro, unspecified",
7614,"seafood, unspecified",
7615,"deli meat, multiple",
7616,"guacamole",
7616,"salsa, unspecified",
7619,"chips, tortilla",
7619,"salsa, unspecified",
7622,"cabbage, unspecified",
7622,"green onion/scallion",
7629,"tuna, unspecified",
7631,"chicken, unspecified",
7631,"dips, unspecified",
7639,"cake, custard-filled",
7640,"punch, unspecified",
7642,"roast beef, other",
7645,"chicken, teriyaki","Chicken"
7645,"chicken, teriyaki","Sauces/ Dressings"
7651,"turkey, roasted",
7653,"shrimp, unspecified",
7655,"sandwich, turkey",
7659,"multiple salads",
7660,"chicken, unspecified",
7663,"lettuce-based salads unspecified",
7664,"beans, baked",
7664,"pork, BBQ",
7666,"cantaloupe",
7668,"deli meat, sliced turkey",
7672,"turkey and gravy",
7672,"turkey, roasted",
7674,"chicken, other","Chicken"
7675,"rice dishes, unspecified",
7678,"seafood newberg","Shellfish"
7680,"chicken, baked",
7681,"multiple foods",
7683,"green salad",
7684,"ice",
7688,"sandwich, club",
7689,"sandwich, deli",
7690,"cake, unspecified",
7693,"sandwich, other vegetable",
7695,"cookies, unspecified",
7698,"sandwich, submarine",
7705,"tortilla, unspecified",
7708,"burrito, bean",
7708,"burrito, unspecified",
7708,"refried beans, unspecified",
7711,"fish, mahi mahi","Fin fish"
7720,"burrito, beef",
7724,"beef, jerky",
7737,"turkey, baked",
7742,"salad, unspecified",
7742,"sandwich, french dip",
7745,"chicken pot pie",
7752,"chicken and rice",
7755,"multiple salads",
7760,"house salad",
7761,"ice cream, commercial",
7761,"turkey, baked",
7762,"broccoli, unspecified",
7762,"dips, unspecified",
7767,"sandwich, deli",
7771,"coleslaw",
7774,"sandwich, unspecified",
7778,"salsa",
7789,"pork, unspecified",
7790,"bun",
7809,"other milk, unpasteurized",
7810,"chicken, curry",
7810,"lamb, unspecified",
7820,"tomato, unspecified",
7821,"corn, unspecified",
7826,"ground beef, unspecified",
7828,"tomato, unspecified",
7829,"cheese sticks","Cheese"
7831,"ground beef, unspecified",
7833,"cake, unspecified",
7835,"oysters, raw",
7843,"deli meat, sliced turkey","Turkey"
7849,"egg salad/egg salad sandwich",
7857,"burrito, chicken",
7860,"bread, sourdough",
7860,"bruschetta",
7860,"cake, unspecified",
7861,"soup, broccoli and cheese",
7863,"taco, beef",
7868,"cake, unspecified",
7870,"fried rice, unspecified",
7872,"stuffing, unspecified",
7876,"fruit-based salads unspecified",
7885,"noodles, unspecified",
7885,"sausage, unspecified",
7887,"ice cream, homemade",
7890,"soda, unspecified",
7892,"oysters, raw",
7900,"american cheese, unspecified",
7900,"deli meat, sliced ham",
7900,"deli meat, sliced turkey",
7901,"lettuce-based salads unspecified",
7908,"french dressing",
7908,"potato, baked",
7908,"salad, unspecified",
7912,"potato salad",
7915,"fish salad","Fin fish"
7917,"deli meat, sliced turkey ham",
7918,"beef, stew",
7919,"seafood, unspecified",
7923,"salad, unspecified",
7924,"multiple foods",
7926,"ice",
7927,"multiple foods",
7932,"ice tea",
7933,"seafood salad",
7937,"salmon, smoked",
7946,"sauces, unspecified",
7950,"oil, unspecified",
7952,"ground beef, other",
7955,"chicken, other",
7955,"cream sauce, unspecified",
7956,"taco or nacho salad",
7957,"ham, other",
7958,"pork, smoked",
7962,"cake, unspecified",
7963,"turkey, baked","Turkey"
7965,"potato chips",
7965,"potato salad",
7970,"lettuce-based salads unspecified",
7970,"water",
7972,"pizza, meat",
7973,"fruit pizza",
7974,"chicken and rice",
7979,"ice, unspecified",
7981,"cake, unspecified",
7986,"pasta salad",
7986,"tuna salad",
7986,"vegetable-based salads unspecified",
7992,"coffee speciality drink","Water based (eg. Drink mix)"
7993,"whole milk, unpasteurized",
7994,"shrimp salad",
8003,"roast beef, unspecified",
8005,"chicken salad",
8011,"rice, white",
8013,"beef, other",
8013,"lo mein, vegetable",
8014,"chicken, other",
8015,"apple juice, pasteurized",
8018,"sandwich, chicken",
8019,"chicken, unspecified",
8019,"collard greens",
8022,"house salad",
8023,"garden salad",
8023,"vegetable-based salads unspecified",
8026,"ice",
8038,"homemade cheese, unpasteurized",
8046,"house salad",
8046,"pie, cream",
8046,"tap water",
8050,"fajita, beef",
8050,"refried beans, unspecified",
8053,"house salad",
8058,"pizza, meat",
8062,"oysters, fried",
8063,"house salad",
8065,"beets, unspecified",
8065,"mixed fruit",
8067,"beef, stew",
8068,"quesadilla, chicken",
8068,"salsa, unspecified",
8071,"iceberg lettuce, unspecified",
8071,"tomato, unspecified",
8074,"coleslaw",
8076,"burrito, bean",
8076,"guacamole",
8078,"ethnic style, unspecified",
8086,"oysters, raw",
8088,"multiple foods",
8095,"bruschetta",
8095,"ice",
8110,"ground beef, hamburger",
8116,"burrito, chicken",
8117,"house salad",
8130,"house salad",
8130,"melon, unspecified",
8130,"strawberries",
8135,"pasta salad",
8144,"enchilada, beef",
8150,"lettuce-based salads unspecified",
8151,"soup, other fish",
8158,"cake, tiramisu",
8162,"enchilada, beef",
8162,"taco or nacho salad",
8163,"multiple foods",
8166,"fried fish",
8174,"goat, unspecified",
8178,"raw cake/cookie dough",
8183,"fruit salad",
8192,"cheddar cheese, unspecified","Cheese"
8194,"chapati",
8194,"dhokla",
8203,"multiple foods",
8205,"chocolate, unspecified",
8208,"taco, beef",
8217,"sandwich, other specialty",
8219,"multiple foods",
8225,"ground beef, unspecified",
8237,"fried rice, unspecified",
8241,"cake, unspecified","Eggs"
8241,"ethnic style, unspecified","Pork"
8241,"pork, other","Pork"
8242,"coffee",
8242,"cream puff",
8242,"ice",
8243,"pork, other","Pork"
8246,"ice",
8247,"fruit salad","Fruit"
8253,"egg-containing food, other",
8254,"lettuce, unspecified",
8257,"unspecified fruit",
8259,"salad, unspecified",
8260,"taco, beef",
8260,"taco, chicken",
8261,"beef, stew",
8266,"chicken, baked",
8266,"green pea salad",
8273,"green salad",
8274,"salsa, unspecified",
8276,"tuna, unspecified",
8278,"sambar",
8280,"queso fresco, unpasteurized","Cheese"
8281,"sandwich, turkey",
8282,"potato chips",
8285,"oysters, raw","Shellfish"
8286,"multiple foods",
8289,"oysters, raw",
8291,"pudding, unspecified",
8291,"sandwich, reuben",
8306,"multiple foods",
8308,"chicken, BBQ",
8311,"carrots, unspecified",
8311,"sauces, unspecified",
8316,"green onion/scallion",
8318,"honeydew melon",
8318,"musk melon",
8318,"watermelon",
8319,"pasta salad",
8320,"salad bar",
8321,"deli meat, sliced turkey",
8326,"pie, merengue",
8328,"eggs, unspecified",
8328,"soup, chicken",
8328,"soup, mushroom",
8329,"cake, unspecified",
8332,"bean salad",
8332,"condiment, unspecified",
8339,"pork, BBQ",
8345,"beef, other",
8345,"chicken, unspecified",
8349,"eggs, quiche",
8349,"multiple salads",
8351,"pastry, unspecified",
8353,"ribs, unspecified",
8356,"eggs, other",
8356,"potato, mashed",
8357,"butter",
8357,"carrots, unspecified",
8360,"sandwich, deli",
8361,"mixed vegetables, unspecified",
8366,"pork, other",
8367,"soup, cream of crab",
8368,"eggs, unspecified",
8368,"seabass, unspecified",
8371,"vegetable-based salads unspecified",
8380,"seafood newberg",
8385,"steak, other",
8387,"turkey, other",
8388,"butterscotch bars",
8400,"ice, unspecified",
8404,"chicken, other",
8407,"caesar salad",
8407,"chicken, other",
8407,"potato, mashed",
8410,"cake, unspecified",
8414,"tuna dishes, unspecified",
8419,"pizza, unspecified",
8421,"pizza, cheese",
8421,"pizza, meat",
8422,"burrito, bean",
8423,"iceberg lettuce, unspecified",
8424,"fish, papio","Fin fish"
8427,"ham, other",
8434,"pie, unspecified",
8434,"salsa, unspecified",
8436,"french toast, unspecified","Eggs"
8436,"shell eggs, scrambled hard","Eggs"
8447,"apple cider, unpasteurized",
8448,"chicken, baked","Chicken"
8452,"lettuce-based salads unspecified",
8456,"multiple foods",
8462,"carne asada",
8462,"guacamole",
8462,"pico de gallo",
8463,"roast beef, other",
8465,"cottage cheese, unspecified",
8465,"fruit-based salads unspecified",
8465,"vegetable-based salads unspecified",
8466,"fruit-based salads unspecified",
8468,"sandwich, unspecified",
8469,"spaghetti, unspecified","Beef"
8472,"chicken, roasted","Chicken"
8476,"honeydew melon",
8477,"alfalfa sprouts",
8478,"steak, filet mignon",
8479,"tap water",
8480,"cantaloupe",
8480,"honeydew melon",
8481,"ground beef, hamburger",
8481,"ground beef, meatballs",
8483,"chicken, unspecified",
8483,"iceberg lettuce, unspecified",
8483,"tomato, unspecified",
8484,"alfalfa sprouts",
8487,"oysters, raw",
8488,"bun","Bread"
8490,"egg salad/egg salad sandwich",
8493,"antipasto",
8493,"rigatoni, unspecified",
8494,"cake, unspecified",
8495,"potato salad",
8496,"potato salad",
8497,"roast beef, other","Beef"
8499,"burrito, unspecified",
8500,"sandwich, deli",
8502,"fruit salad",
8504,"chicken, grilled","Chicken"
8512,"ground beef, hamburger",
8516,"soda, unspecified",
8517,"chicken, unspecified",
8518,"chicken, unspecified",
8519,"sandwich, wrap",
8523,"soda, unspecified",
8525,"ground beef, hamburger",
8526,"pork, BBQ",
8528,"crab dishes",
8533,"oysters, raw",
8536,"mixed vegetables, unspecified",
8537,"soup unspecified",
8538,"rice dishes, unspecified",
8541,"ice",
8543,"sandwich, unspecified",
8549,"beans, baked",
8553,"lasagna, beef",
8555,"sandwich, turkey","Turkey"
8556,"pork, other",
8558,"beans, unspecified",
8558,"sope",
8561,"soup, mushroom",
8564,"strawberries",
8566,"shell eggs, boiled hard",
8568,"salad, unspecified",
8570,"chicken, other",
8571,"sandwich, deli",
8572,"lettuce-based salads unspecified",
8578,"cucumber, unspecified","Vine-stalk  eg. tomato"
8579,"chicken, BBQ",
8580,"other milk, pasteurized",
8584,"pizza, unspecified",
8589,"cucumber salad",
8591,"roast beef, other","Beef"
8593,"lettuce-based salads unspecified",
8594,"apple cider, unpasteurized","Fruit"
8597,"multiple salads",
8599,"sandwich, deli",
8601,"rice, white",
8607,"french fries",
8607,"salad, unspecified",
8608,"beef, other",
8609,"lettuce-based salads unspecified",
8610,"turkey, smoked",
8613,"plantains, unspecified",
8613,"roast beef, unspecified",
8618,"duck, other",
8624,"turkey, unspecified",
8627,"chicken salad",
8628,"oysters, raw",
8631,"nuts, almonds",
8633,"beans, baked",
8633,"deli meat, sliced turkey ham",
8649,"pasta-based salads unspecified",
8650,"chow mein",
8654,"ice",
8654,"soda, unspecified",
8656,"chips and salsa",
8660,"bean salad",
8660,"ice",
8670,"chicken, unspecified",
8671,"pork, roasted","Pork"
8673,"pudding, banana",
8684,"mixed vegetables, unspecified",
8686,"sandwich, deli",
8687,"shrimp, steamed",
8690,"bread, unspecified",
8701,"ice","Water"
8704,"lettuce-based salads unspecified",
8708,"sandwich, turkey",
8712,"potato, mashed",
8713,"beef, other",
8714,"sandwich, ham",
8714,"sandwich, turkey",
8717,"sausage, pork",
8719,"pork, pepperoni",
8720,"turkey and gravy","Turkey"
8728,"chicken, grilled",
8728,"green salad",
8731,"macaroni and cheese",
8733,"beef/steak dish, unspecified",
8735,"chicken, other",
8737,"pizza, unspecified",
8741,"chili verde",
8752,"tomato, unspecified",
8754,"rice, unspecified",
8754,"turkey, unspecified",
8755,"mesclun mix salad",
8758,"cake, unspecified","Other baked goods"
8769,"ice",
8769,"pasta, unspecified",
8772,"chicken, unspecified",
8773,"salsa, unspecified",
8774,"multiple foods",
8779,"ice",
8779,"pastry, unspecified",
8779,"water",
8780,"ice",
8788,"coleslaw",
8790,"lettuce, unspecified",
8804,"waldorf salad",
8810,"pastry, unspecified",
8811,"refried beans, unspecified",
8811,"rice, unspecified",
8816,"egg-containing food, other",
8818,"pizza, unspecified",
8820,"shrimp cocktail",
8823,"bean dip",
8823,"lime",
8824,"multiple foods",
8824,"sandwich, bacon, lettuce, tomato",
8825,"spaghetti, unspecified",
8826,"sandwich, roast beef",
8827,"tortellini, unspecified",
8831,"water",
8834,"hummus",
8836,"deli meat, sliced turkey",
8836,"other food *****",
8836,"sandwich, ham",
8837,"rutabaga",
8842,"corn, unspecified",
8846,"cookies, unspecified",
8855,"green beans, unspecified",
8860,"chicken, fried",
8861,"sandwich, submarine",
8862,"turkey, other",
8865,"potato, unspecified",
8866,"potato, unspecified",
8867,"other food *****",
8868,"ranch dressing",
8868,"rolls",
8868,"unknown vegetable",
8869,"multiple foods",
8877,"chicken salad",
8878,"pork, chitterlings",
8882,"canoli, unspecified",
8883,"clams, raw","Shellfish"
8883,"shrimp sauce, unspecified","Sauces/ Dressings"
8886,"turkey and gravy",
8886,"turkey and stuffing",
8891,"fried rice, unspecified",
8891,"rice, white",
8898,"milkshake",
8902,"crab cakes",
8902,"mushrooms, unspecified",
8905,"house salad",
8910,"turkey, roasted","Turkey"
8917,"burrito, bean",
8917,"rice, unspecified",
8931,"crab, fried",
8931,"salmon, unspecified",
8931,"vegetable-based salads unspecified",
8935,"greek salad",
8938,"turkey, smoked","Turkey"
8940,"pork, BBQ",
8940,"rice, unspecified",
8941,"cheese dip",
8942,"turkey, smoked",
8946,"tortilla, unspecified",
8950,"roast beef, other","Beef"
8951,"taco, unspecified",
8952,"squash, unspecified",
8953,"tamale, unspecified",
8958,"deli meat, sliced turkey",
8959,"turkey and stuffing",
8960,"chicken, baked",
8964,"bread, unspecified",
8964,"potato salad",
8965,"Cheese pasteurized",
8966,"ribs, unspecified",
8968,"seafood-based salad unspecified",
8970,"fish, escolar",
8971,"chicken, baked",
8972,"roast beef, other",
8972,"turkey, baked",
8973,"sandwich, roast beef",
8977,"chicken, casserole",
8978,"potato, unspecified",
8978,"turkey, unspecified",
8979,"multiple foods",
8984,"lettuce-based salads unspecified",
8999,"lettuce-based salads unspecified",
8999,"salsa, unspecified",
9004,"ice cream, commercial",
9006,"sandwich, deli",
9009,"chicken, other",
9012,"chicken, other",
9017,"taco, unspecified",
9018,"pizza, unspecified",
9021,"pasta, unspecified",
9024,"beans, unspecified",
9025,"cake, unspecified",
9027,"macaroni salad","Pasta"
9031,"macaroni and cheese",
9034,"potato, unspecified",
9034,"sauces, unspecified",
9035,"oysters, raw",
9038,"pizza, unspecified",
9040,"rice, unspecified",
9040,"salsa, unspecified",
9043,"pork, other",
9045,"salsa, unspecified",
9046,"chicken, roasted",
9054,"carrots, unspecified",
9054,"sausage, Italian",
9057,"turkey and stuffing",
9059,"romaine lettuce, unspecified",
9064,"cheese spread",
9071,"ice",
9084,"oysters, raw",
9087,"cake, chocolate",
9087,"eggplant, unspecified",
9087,"potato, unspecified",
9088,"steak, other","Beef"
9093,"salad bar",
9095,"meat/egg-based salads unspecified",
9095,"seafood-based salad unspecified",
9103,"egg-containing food, other",
9104,"turkey, other",
9106,"fried rice, unspecified",
9107,"pork, other",
9108,"palak paneer",
9110,"mushrooms, unspecified","Fungus (eg. mushrooms)"
9112,"oysters, unspecified",
9119,"spring rolls, unspecified",
9125,"ice",
9128,"chicken picata",
9130,"chicken, fried",
9133,"gravy, unspecified",
9133,"roast beef, unspecified",
9135,"fajita, chicken",
9135,"orange juice, pasteurized",
9137,"chicken, other",
9140,"chicken, raw",
9145,"buffet",
9147,"ground beef, unspecified","Beef"
9157,"ground beef, other",
9157,"lettuce, unspecified",
9164,"cake, unspecified",
9170,"lettuce-based salads unspecified",
9172,"lettuce-based salads unspecified",
9174,"rice, yellow",
9183,"eggs, unspecified","Eggs"
9183,"french-toast, unspecified","Eggs"
9190,"tuna, unspecified",
9191,"ice cream, commercial",
9194,"chips, unspecified",
9194,"dips, unspecified",
9196,"tomato, unspecified",
9197,"crackers, unspecified",
9201,"green salad",
9203,"green salad",
9204,"sandwich, unspecified",
9208,"pasta, unspecified",
9218,"eggs, unspecified",
9218,"potato salad",
9236,"steak, prime rib",
9238,"yogurt sauce",
9242,"pizza, unspecified",
9246,"romaine lettuce, unspecified",
9246,"tomato (see fruit)",
9246,"vidalia onion",
9249,"pasta salad",
9251,"bread, white","Bread"
9257,"sandwich, submarine",
9262,"chicken, other",
9262,"ground beef, cheeseburger",
9265,"sandwich, turkey",
9267,"chicken, BBQ",
9268,"steak, prime rib",
9269,"lettuce-based salads unspecified",
9270,"sandwich, submarine",
9273,"burrito, chicken",
9277,"beef, creamed/chipped",
9282,"egg salad/egg salad sandwich","Eggs"
9282,"pork, chops","Pork"
9282,"potato, mashed","Root (eg. potato)"
9289,"whole milk, unpasteurized",
9292,"chicken, other","Chicken"
9293,"sandwich, submarine",
9296,"coleslaw",
9296,"macaroni salad",
9296,"potato salad",
9297,"pizza, unspecified",
9303,"caesar salad",
9307,"tortilla, unspecified",
9316,"potato, mashed",
9317,"meat, unspecified",
9320,"lettuce, unspecified",
9324,"cookies, unspecified","Other baked goods"
9325,"turkey, baked",
9330,"turkey, baked",
9332,"pizza, unspecified",
9333,"chicken, roasted",
9340,"lettuce-based salads unspecified",
9347,"chicken, marsala",
9349,"sandwich, deli",
9350,"pizza, meat and vegetable",
9355,"soup, speciality, other",
9360,"speciality dessert unspecified",
9368,"macaroni salad",
9370,"cheese ball",
9371,"lettuce-based salads unspecified",
9371,"pasta-based salads unspecified",
9371,"pudding, bread",
9374,"cake, unspecified",
9375,"sandwich, roast beef",
9376,"chicken, unspecified",
9378,"speciality salads unspecified",
9379,"chicken and noodles",
9380,"chicken, marsala",
9392,"sandwich, submarine",
9401,"tomato, unspecified",
9408,"cantaloupe",
9408,"honeydew melon",
9408,"watermelon",
9410,"salad, unspecified","Leafy (eg. lettuce)"
9411,"chicken, other",
9419,"cheese sauce",
9419,"tortellini, cheese",
9420,"mixed vegetables, carrots and celery",
9423,"lobster, steamed",
9432,"green salad",
9434,"cantaloupe",
9434,"honeydew melon",
9437,"beef, BBQ",
9442,"salad, unspecified",
9450,"green beans, unspecified",
9450,"pasta salad",
9463,"sour cream",
9464,"house salad",
9464,"meat/egg-based salads unspecified",
9464,"pasta-based salads unspecified",
9465,"fried rice, unspecified",
9468,"condiment, unspecified",
9468,"ice",
9468,"unknown beverage",
9469,"sandwich, wrap",
9471,"vegetable-based salads unspecified",
9477,"chicken salad",
9477,"tuna, unspecified",
9482,"chicken, other",
9488,"bagels","Bread"
9488,"cream cheese","Cheese"
9490,"roast beef, unspecified",
9490,"water",
9492,"unspecified beverage",
9496,"green beans",
9497,"burrito, unspecified",
9501,"dairy, other *****",
9501,"potato, baked",
9510,"deli meat, sliced turkey",
9515,"salsa, unspecified",
9520,"other food *****",
9521,"lettuce-based salads unspecified",
9522,"greek salad",
9526,"chicken salad",
9535,"multiple foods",
9536,"ground beef, cheeseburger",
9542,"ice cream, homemade",
9543,"multiple foods",
9549,"caesar salad",
9549,"pizza, vegetable",
9550,"ham, unspecified",
9552,"multiple salads",
9552,"sandwich, turkey",
9553,"multiple foods","Vine-stalk  eg. tomato"
9554,"multiple foods",
9556,"refried beans, unspecified",
9561,"cupcakes",
9565,"pasta, unspecified",
9565,"potato, unspecified",
9565,"salad, unspecified",
9567,"steak, prime rib","Beef"
9569,"ox, unspecified",
9572,"beef/steak dish, unspecified",
9583,"sandwich, ham",
9584,"soup, potato",
9603,"beef, other",
9613,"roast beef, unspecified",
9617,"ice cream, commercial",
9618,"spaghetti, unspecified",
9625,"burrito, beef",
9626,"lasagna, vegetarian",
9626,"wine",
9627,"pasta salad",
9632,"lettuce-based salads unspecified",
9638,"turkey, unspecified","Turkey"
9639,"multiple foods",
9640,"pie, cream",
9644,"queso fresco, unpasteurized","Cheese"
9645,"multiple foods",
9646,"queso fresco, unpasteurized","Milk"
9647,"beef, unspecified",
9647,"cake, custard-filled",
9655,"pork, smoked",
9665,"pudding, unspecified",
9666,"caesar salad","Leafy (eg. lettuce)"
9667,"caesar salad","Leafy (eg. lettuce)"
9672,"eggs, unspecified",
9672,"ham, loaf",
9675,"bread, cornbread dressing","Bread"
9675,"chicken, baked","Chicken"
9676,"tart, fruit",
9677,"chips and salsa",
9677,"guacamole, unspecified",
9682,"dips, unspecified",
9683,"macaroni and cheese",
9685,"fish, mahi mahi",
9686,"salad, unspecified",
9691,"gravy, unspecified",
9692,"pudding, bread",
9693,"lettuce, unspecified",
9694,"beef, other",
9695,"shell eggs, scrambled hard","Eggs"
9697,"potato salad","Root (eg. potato)"
9698,"bread, unspecified",
9698,"ground beef, hamburger",
9698,"sausage, bratwurst",
9706,"ground beef, other",
9707,"ethnic style, unspecified",
9711,"dips, unspecified",
9711,"melon, unspecified",
9711,"strawberries",
9716,"multiple foods",
9721,"gravy, unspecified",
9725,"lettuce, unspecified",
9725,"ranch dressing",
9726,"chicken, other",
9729,"chips, tortilla",
9730,"pork, unspecified",
9732,"greek salad",
9732,"sandwich, deli",
9735,"fajita, unspecified",
9735,"guacamole",
9735,"sauces, unspecified",
9748,"ranch dressing",
9750,"pie, banana",
9753,"chicken, unspecified",
9753,"salsa, unspecified",
9755,"carrots, unspecified",
9755,"leek",
9767,"salad, unspecified",
9768,"barbecue sauce",
9768,"beef, brisket",
9772,"potato salad",
9776,"refried beans, unspecified","Legume"
9782,"refried beans, unspecified",
9782,"rice, spanish",
9782,"taco, unspecified",
9784,"gravy, beef",
9790,"clams, raw","Shellfish"
9797,"tomato (see fruit)",
9799,"bean dip",
9799,"rice, unspecified",
9800,"taco dip",
9802,"pork, roasted",
9804,"cake, unspecified",
9810,"eclair, unspecified",
9811,"chicken, other",
9811,"crab dishes",
9812,"gravy, chicken",
9812,"stuffing/dressing",
9813,"fish, roi",
9814,"bruschetta",
9814,"house salad",
9817,"spinach dip",
9818,"broccoli salad",
9818,"cake, unspecified",
9821,"turkey, baked",
9822,"pork, BBQ",
9822,"ribs, pork",
9823,"coleslaw",
9824,"sandwich, deli",
9828,"fish, grouper",
9829,"ice cream, unspecified",
9833,"sushi, unspecified",
9836,"multiple foods",
9838,"ham, unspecified",
9843,"fruit salad",
9847,"zucchini",
9859,"oysters, raw",
9861,"whole milk, unpasteurized","Milk"
9862,"fish, mahi mahi","Fin fish"
9864,"lettuce, unspecified",
9864,"mayonnaise, unspecified",
9867,"green leaf lettuce",
9868,"biscuits",
9871,"chicken, baked",
9871,"chicken, BBQ",
9872,"ice cream, homemade",
9875,"romaine lettuce, unspecified",
9876,"chicken salad",
9877,"potato salad",
9879,"chicken, grilled","Chicken"
9884,"lettuce-based salads unspecified",
9890,"chicken and noodles",
9890,"pre-packaged salad",
9901,"chicken, BBQ",
9905,"ice cream, unspecified",
9908,"fish, escolar",
9910,"cantaloupe",
9910,"chicken, BBQ",
9910,"corned beef, unspecified",
9911,"green salad",
9911,"mixed fruit *****",
9915,"sandwich, pork",
9916,"roast beef, other","Beef"
9917,"pork, BBQ",
9918,"beef, raw",
9925,"taco or nacho salad",
9931,"sandwich, deli",
9933,"burrito, bean",
9935,"ice cream, unspecified",
9941,"ice tea","Water based (eg. Drink mix)"
9944,"green salad","Leafy (eg. lettuce)"
9944,"tomato salad","Vine-stalk  eg. tomato"
9944,"tuna salad","Pasta"
9950,"whole milk, unpasteurized",
9953,"pudding, chocolate",
9958,"noodles, unspecified",
9958,"quail, unspecified",
9959,"ground beef, hamburger",
9959,"sausage, pork",
9962,"tuna, unspecified",
9964,"sandwich, other *****",
9974,"chicken, cordon bleu","Chicken"
9977,"turkey, other",
9978,"beef, chili",
9978,"spaghetti, unspecified",
9979,"macaroni salad",
9979,"roast beef, unspecified",
9988,"beans, baked",
9988,"potato salad",
9995,"multiple salads",
10001,"chicken, unspecified","Chicken"
10008,"chicken, teriyaki",
10020,"onion, unspecified","Root (eg. potato)"
10020,"tomato, unspecified","Vine-stalk  eg. tomato"
10026,"eggs, unspecified",
10026,"tomato, unspecified",
10029,"strawberries","Fruit"
10034,"unspecified vegetables",
10040,"fruit salad",
10043,"beef, other",
10044,"sushi, unspecified",
10047,"steak, prime rib",
10049,"ground beef, hamburger","Beef"
10052,"soda, unspecified",
10059,"burrito, beef",
10068,"tomato, unspecified",
10074,"liver, chicken",
10085,"fish, escolar",
10092,"caesar salad",
10098,"1% milk, pasteurized","Milk"
10100,"coleslaw",
10103,"burrito, beef",
10104,"ham, other",
10106,"Samosa",
10106,"Specialty/Ethnic dishes",
10112,"stuffing/gravy",
10112,"turkey, roasted",
10121,"peas, green",
10123,"multiple foods",
10138,"fruit salad",
10139,"cheese","Cheese"
10139,"relish tray","Leafy (eg. lettuce)"
10139,"relish tray","Root (eg. potato)"
10140,"sandwich, other egg/poultry",
10143,"sandwich, chicken",
10145,"caesar salad",
10150,"honeydew melon",
10150,"sausage, Italian",
10153,"chicken, grilled","Chicken"
10155,"pasta, unspecified",
10159,"BBQ, unspecified",
10160,"taco dip",
10162,"Taco meat","Ground Beef"
10164,"roast beef, unspecified",
10165,"oysters, raw",
10167,"cookies, unspecified",
10167,"potato chips",
10168,"refried beans, unspecified","Rice"
10172,"pizza, cheese",
10173,"sandwich, deli",
10183,"roast beef, unspecified",
10184,"tortilla, unspecified",
10189,"tomato, unspecified",
10190,"whole milk, unpasteurized",
10192,"watermelon",
10198,"burrito, unspecified",
10198,"enchilada, unspecified",
10198,"lettuce, unspecified",
10198,"tomato, unspecified",
10199,"chicken salad",
10199,"coleslaw",
10199,"potato salad",
10199,"tomato, unspecified",
10201,"sandwich, beef","Ground Beef"
10202,"shell eggs, scrambled soft",
10205,"pork, BBQ",
10210,"punch, unspecified",
10215,"chicken, other","Chicken"
10217,"tortilla, unspecified",
10222,"chicken, other",
10223,"steak, beef tips",
10225,"sandwich, deli",
10233,"speciality salads unspecified",
10236,"steak, prime rib",
10239,"pasta salad",
10243,"cake, unspecified",
10244,"tuna, unspecified",
10252,"beans, baked",
10252,"gravy",
10253,"beef, other",
10260,"Spam",
10265,"whole milk, unpasteurized","Milk"
10267,"salsa, unspecified",
10272,"salsa, unspecified",
10281,"hollandaise sauce","Butter"
10281,"hollandaise sauce","Eggs"
10282,"chips, tortilla","Wraps/tortillas"
10282,"crab, imitation","Crustaceans"
10283,"green salad",
10283,"potato, mashed",
10284,"hot dog, unspecified",
10289,"eggs, unspecified","Eggs"
10306,"sandwich, chicken",
10308,"sandwich, roast beef",
10312,"cake, unspecified",
10314,"corn, unspecified","Produce"
10314,"roast beef, unspecified","Beef"
10315,"turkey, unspecified",
10317,"fruit juice, unspecified",
10319,"chicken salad",
10319,"seafood salad",
10321,"spread/filling, other",
10323,"sandwich, red meat-based",
10334,"whole milk, unpasteurized",
10341,"red snapper",
10342,"chicken, other",
10343,"tart, unspecified",
10345,"lettuce, unspecified",
10346,"salad bar",
10349,"Pasta Pesto","Pasta"
10349,"Pasta Pesto","Vine-stalk  eg. tomato"
10355,"multiple foods",
10356,"sushi, unspecified",
10359,"sandwich, deli","Bread"
10361,"chicken dishes",
10363,"sandwich, unspecified",
10368,"turkey dishes",
10375,"ice",
10381,"lettuce-based salads unspecified","Eggs"
10381,"lettuce-based salads unspecified","Leafy (eg. lettuce)"
10381,"lettuce-based salads unspecified","Vine-stalk  eg. tomato"
10382,"Sphyraena barracuda",
10388,"pork, roasted",
10396,"salad, unspecified",
10402,"taco, chicken",
10403,"chicken, grilled",
10404,"macaroni salad",
10415,"crab dip",
10416,"unspecified vegetables",
10420,"sandwich, other *****",
10420,"vanilla cake",
10424,"tortilla, unspecified",
10425,"mixed fruit *****",
10426,"chicken, other",
10426,"ground beef, sloppy joe",
10431,"house salad",
10433,"breads",
10435,"mixed fruit *****",
